"INDEX","TARGET_WINS","TEAM_BATTING_H","TEAM_BATTING_2B","TEAM_BATTING_3B","TEAM_BATTING_HR","TEAM_BATTING_BB","TEAM_BATTING_SO","TEAM_BASERUN_SB","TEAM_BASERUN_CS","TEAM_PITCHING_H","TEAM_PITCHING_HR","TEAM_PITCHING_BB","TEAM_PITCHING_SO","TEAM_FIELDING_E","TEAM_FIELDING_DP","CS_MISSING","DP_MISSING","SO_BAT_MISSING","SO_PITCH_MISSING","SB_MISSING","TARGET_WINS_OUTLIER","TEAM_BATTING_H_OUTLIER","TEAM_BATTING_2B_OUTLIER","TEAM_BATTING_3B_OUTLIER","TEAM_BATTING_HR_OUTLIER","TEAM_BATTING_BB_OUTLIER","TEAM_BATTING_SO_OUTLIER","TEAM_BASERUN_SB_OUTLIER","TEAM_BASERUN_CS_OUTLIER","TEAM_BATTING_HBP_OUTLIER","TEAM_PITCHING_H_OUTLIER","TEAM_PITCHING_HR_OUTLIER","TEAM_PITCHING_BB_OUTLIER","TEAM_PITCHING_SO_OUTLIER","TEAM_FIELDING_E_OUTLIER","TEAM_FIELDING_DP_OUTLIER","TEAM_PITCHING_H_CAPPED","TEAM_FIELDING_E_CAPPED","SINGLES","TOTAL_BASES","SB_SUCCESS_RATE","WHIP_PROXY","ERROR_RATE","POWER_RATIO","HR_RATIO","BB_SO_RATIO","PITCHING_K_BB_RATIO","LOG_WHIP_PROXY","LOG_TEAM_PITCHING_H","LOG_TEAM_FIELDING_E","LOG_SINGLES","LOG_TEAM_FIELDING_E_CAPPED","LOG_ERROR_RATE","LOG_TEAM_PITCHING_H_CAPPED","LOG_TEAM_BATTING_H","OFFENSIVE_TIER","PITCHING_TIER","ERROR_BUCKET"
1048,72,1375,200,35,131,436,784,67,38,1375,131,436,784,158,155,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1375,158,1009,2038,0.638095238095238,11.179012345679,0.0872446162341248,0.266181818181818,0.0952727272727273,0.556122448979592,1.79816513761468,2.41403812265103,7.22620901010067,5.06259503302697,6.91671502035361,5.06259503302697,-2.43903942485645,7.22620901010067,7.22620901010067,"Low","Elite","Medium_Errors"
1049,58,1363,174,40,127,390,888,64,58,1389,129,397,905,176,144,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1389,176,1022,1998,0.524590163934426,11.0246913580247,0.0985442329227324,0.250183418928833,0.0931768158473955,0.439189189189189,2.27959697732997,2.40013742620406,7.23633934275434,5.17048399503815,6.92951677076365,5.17048399503815,-2.31724976639829,7.23633934275434,7.21744343169653,"Low","Elite","Medium_Errors"
1050,74,1410,208,38,102,453,735,108,59,1419,103,456,740,169,162,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1419,169,1062,2000,0.646706586826347,11.5740740740741,0.0901333333333333,0.246808510638298,0.0723404255319149,0.616326530612245,1.62280701754386,2.44876760317213,7.25770767716004,5.12989871492307,6.96790920180188,5.12989871492307,-2.40646522348144,7.25770767716004,7.25134498337221,"Medium","Elite","Medium_Errors"
1051,74,1480,228,45,166,452,764,60,46,1480,166,452,764,140,153,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1480,140,1041,2296,0.566037735849057,11.9259259259259,0.072463768115942,0.296621621621622,0.112162162162162,0.591623036649215,1.69026548672566,2.47871467954008,7.29979736675816,4.9416424226093,6.94793706861497,4.9416424226093,-2.62466859216316,7.29979736675816,7.29979736675816,"Medium","Average","Medium_Errors"
1052,86,1520,218,34,129,563,695,90,38,1520,129,563,695,117,177,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1520,117,1139,2193,0.703125,12.858024691358,0.0561689870379261,0.250657894736842,0.0848684210526316,0.810071942446043,1.23445825932504,2.55396810602859,7.32646561384032,4.76217393479776,7.03790596344718,4.76217393479776,-2.87939050646322,7.32646561384032,7.32646561384032,"Medium","Average","Low_Errors"
1053,86,1455,222,35,165,579,819,177,87,1464,166,583,824,121,185,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1464,121,1033,2242,0.670454545454545,12.6358024691358,0.0591108939912066,0.290034364261168,0.11340206185567,0.706959706959707,1.41337907375643,2.53653425042891,7.28892769452126,4.79579054559674,6.94022246911964,4.79579054559674,-2.82834004006455,7.28892769452126,7.28276117960559,"Medium","Average","Low_Errors"
1054,84,1543,232,53,143,645,844,75,68,1543,143,645,844,129,165,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1543,129,1115,2310,0.524475524475524,13.5061728395062,0.0589579524680073,0.277381723914452,0.0926766040181465,0.764218009478673,1.30852713178295,2.60314682830949,7.34148385236316,4.85981240436167,7.01660968389422,4.85981240436167,-2.8309307591802,7.34148385236316,7.34148385236316,"High","Average","Low_Errors"
1055,89,1370,220,43,97,600,743,91,55,2036,144,892,1104,97,162,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2036,97,1010,1967,0.623287671232877,18.0740740740741,0.0331284153005465,0.262773722627737,0.0708029197080292,0.807537012113055,1.23766816143498,2.89447853984882,7.61874237767041,4.57471097850338,6.9177056098353,4.57471097850338,-3.40736389657782,7.61874237767041,7.22256601882217,"Low","Poor","Low_Errors"
1056,83,1489,237,40,177,470,807,93,66,1489,177,470,807,115,165,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1489,115,1035,2337,0.584905660377358,12.0925925925926,0.0587034201123022,0.304902619207522,0.118871725990598,0.582403965303594,1.71702127659574,2.49259308271216,7.30586003268401,4.74493212836325,6.94215670569947,4.74493212836325,-2.83525728958129,7.30586003268401,7.30586003268401,"Medium","Average","Low_Errors"
1057,92,1530,283,53,156,508,831,93,53,1530,156,508,831,124,142,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1530,124,1038,2387,0.636986301369863,12.5802469135802,0.0608439646712463,0.32156862745098,0.101960784313725,0.611311672683514,1.63582677165354,2.53212787855029,7.33302301438648,4.82028156560504,6.94505106372583,4.82028156560504,-2.79944264817763,7.33302301438648,7.33302301438648,"Medium","Average","Low_Errors"
1058,104,1529,254,46,187,602,941,106,68,1529,187,602,941,124,162,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1529,124,1042,2436,0.609195402298851,13.1543209876543,0.0581886438291882,0.318508829300196,0.122302158273381,0.639744952178533,1.56312292358804,2.57675029686623,7.33236920592906,4.82028156560504,6.94889722231331,4.82028156560504,-2.84406506649358,7.33236920592906,7.33236920592906,"Medium","Average","Low_Errors"
1059,85,1422,256,45,203,529,932,75,41,1431,204,532,938,142,153,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1431,142,918,2377,0.646551724137931,12.1172839506173,0.0723382577687213,0.354430379746835,0.142756680731364,0.567596566523605,1.76315789473684,2.49463285904408,7.26612877955645,4.95582705760126,6.82219739062049,4.95582705760126,-2.6264021366752,7.26612877955645,7.25981961036319,"Medium","Average","Medium_Errors"
1060,87,1447,234,30,198,613,885,138,58,1447,198,613,885,108,163,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1447,108,985,2335,0.704081632653061,12.716049382716,0.0524271844660194,0.319281271596406,0.136834830684174,0.692655367231638,1.44371941272431,2.54286492655124,7.27724772663148,4.68213122712422,6.89264164117209,4.68213122712422,-2.94833003465941,7.27724772663148,7.27724772663148,"Medium","Average","Low_Errors"
1061,98,1535,274,32,225,653,913,106,50,1535,225,653,913,122,147,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1535,122,1004,2548,0.67948717948718,13.5061728395062,0.0557586837294333,0.345928338762215,0.146579804560261,0.715224534501643,1.39816232771822,2.60314682830949,7.3362856600213,4.80402104473326,6.91174730025167,4.80402104473326,-2.88672211880862,7.3362856600213,7.3362856600213,"Medium","Average","Low_Errors"
1062,88,1358,213,28,143,588,841,87,42,1358,143,588,841,109,129,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1358,109,974,2056,0.674418604651163,12.0123456790123,0.0560123329907503,0.282768777614138,0.105301914580265,0.699167657550535,1.43027210884354,2.48593492751357,7.21376830811864,4.69134788222914,6.88141130364254,4.69134788222914,-2.88218338051681,7.21376830811864,7.21376830811864,"Low","Elite","Low_Errors"
1063,59,1315,198,24,116,585,899,103,50,1315,116,585,899,130,153,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1315,130,977,1909,0.673202614379085,11.7283950617284,0.068421052631579,0.257034220532319,0.088212927756654,0.650723025583982,1.53675213675214,2.46201282992215,7.18159194461187,4.86753445045558,6.88448665204278,4.86753445045558,-2.68207471469895,7.18159194461187,7.18159194461187,"Low","Elite","Low_Errors"
1064,79,1418,241,32,172,634,952,82,57,1418,172,634,952,131,178,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1418,131,973,2239,0.589928057553957,12.6666666666667,0.0638401559454191,0.313822284908322,0.1212976022567,0.665966386554622,1.50157728706625,2.53897387105828,7.25700270709207,4.87519732320115,6.880384082186,4.87519732320115,-2.75137288308951,7.25700270709207,7.25700270709207,"Medium","Elite","Low_Errors"
1065,84,1372,259,26,209,699,1185,109,47,1372,209,699,1185,104,171,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1372,104,878,2310,0.698717948717949,12.783950617284,0.0502172863351038,0.360058309037901,0.152332361516035,0.589873417721519,1.69527896995708,2.5481905261632,7.22402480828583,4.64439089914137,6.77764659363512,4.64439089914137,-2.99139596225421,7.22402480828583,7.22402480828583,"Low","Elite","Low_Errors"
1066,75,1411,256,16,182,675,1055,66,45,1411,182,675,1055,116,164,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1411,116,957,2245,0.594594594594595,12.8765432098765,0.0556088207094919,0.321757618710135,0.128986534372785,0.639810426540284,1.56296296296296,2.55540730032833,7.25205395185281,4.75359019110636,6.86380339145295,4.75359019110636,-2.88941344445435,7.25205395185281,7.25205395185281,"Medium","Elite","Low_Errors"
1067,85,1546,282,38,178,765,1122,104,63,1546,178,765,1122,132,148,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1546,132,1048,2438,0.622754491017964,14.2654320987654,0.0571181306793596,0.322121604139715,0.115135834411384,0.681818181818182,1.46666666666667,2.657839275042,7.34342622914737,4.88280192258637,6.95463886488099,4.88280192258637,-2.86263368768801,7.34342622914737,7.34342622914737,"High","Average","Low_Errors"
1068,75,1476,304,35,227,733,1264,65,46,2079,320,1033,1781,116,127,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2079,116,910,2531,0.585585585585586,19.2098765432099,0.0372750642673522,0.383468834688347,0.153794037940379,0.579905063291139,1.72410454985479,2.9554245500659,7.63964228785801,4.75359019110636,6.8134445995109,4.75359019110636,-3.28943069419192,7.63964228785801,7.29709100516042,"Medium","Poor","Low_Errors"
1069,68,1355,257,33,179,620,1110,82,41,1524,201,698,1249,119,161,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1524,119,886,2215,0.666666666666667,13.716049382716,0.0535553555355536,0.346125461254613,0.13210332103321,0.558558558558559,1.78939828080229,2.61856663496719,7.32909373624659,4.77912349311153,6.78671695060508,4.77912349311153,-2.92703947708805,7.32909373624659,7.2115567333138,"Low","Average","Low_Errors"
1071,79,1415,268,32,176,578,1164,161,72,1415,176,578,1164,91,146,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1415,91,939,2275,0.690987124463519,12.3024691358025,0.0456598093326643,0.336395759717315,0.124381625441696,0.496563573883162,2.01384083044983,2.50979998498041,7.25488481007734,4.51085950651685,6.84481547920826,4.51085950651685,-3.08653681369594,7.25488481007734,7.25488481007734,"Medium","Elite","Low_Errors"
1072,65,1494,306,29,165,455,1070,122,62,1494,165,455,1070,115,164,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1494,115,994,2353,0.66304347826087,12.0308641975309,0.0590046177526937,0.334672021419009,0.110441767068273,0.425233644859813,2.35164835164835,2.48747536427518,7.30921236569276,4.74493212836325,6.90173720665657,4.74493212836325,-2.83013957114431,7.30921236569276,7.30921236569276,"Medium","Average","Low_Errors"
1073,69,1442,291,34,213,461,1056,109,70,1451,214,464,1063,107,156,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1451,107,904,2440,0.608938547486033,11.820987654321,0.0558746736292428,0.373092926490985,0.147711511789182,0.43655303030303,2.29094827586207,2.46987656638236,7.28000825288419,4.67282883446191,6.80682936039218,4.67282883446191,-2.88464406715284,7.28000825288419,7.27378631784489,"Medium","Average","Low_Errors"
1074,79,1553,307,41,177,562,982,83,38,1553,177,562,982,105,171,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1553,105,1028,2473,0.685950413223141,13.0555555555556,0.049645390070922,0.338055376690277,0.113972955569865,0.572301425661914,1.74733096085409,2.56921375624799,7.34794382314869,4.65396035015752,6.93537044601511,4.65396035015752,-3.00284974132285,7.34794382314869,7.34794382314869,"High","Average","Low_Errors"
1075,66,1439,291,60,139,466,972,133,61,1439,139,466,972,131,165,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1439,131,949,2267,0.685567010309278,11.7592592592593,0.0687664041994751,0.34051424600417,0.0965948575399583,0.479423868312757,2.08583690987124,2.46464095232842,7.27170370688737,4.87519732320115,6.85540879860993,4.87519732320115,-2.67703996435965,7.27170370688737,7.27170370688737,"Medium","Average","Low_Errors"
1076,55,1348,267,37,125,365,1041,65,44,1356,126,367,1047,143,149,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1356,143,919,2064,0.596330275229358,10.6358024691358,0.0829947765525247,0.318249258160237,0.0927299703264095,0.350624399615754,2.85286103542234,2.36422590129555,7.21229446850034,4.96284463025991,6.82328612235569,4.96284463025991,-2.48897760626802,7.21229446850034,7.20637729147225,"Low","Elite","Medium_Errors"
1077,43,1312,201,39,153,443,1099,98,63,1312,153,443,1099,138,194,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1312,138,919,2050,0.608695652173913,10.8333333333333,0.0786324786324786,0.299542682926829,0.116615853658537,0.403093721565059,2.48081264108352,2.38262780066758,7.17930796950403,4.92725368515721,6.82328612235569,4.92725368515721,-2.54297045074276,7.17930796950403,7.17930796950403,"Low","Elite","Medium_Errors"
1078,72,1531,284,54,201,518,1144,86,50,1531,201,518,1144,144,160,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1531,144,992,2526,0.632352941176471,12.6481481481481,0.0702781844802343,0.352057478772044,0.131286740692358,0.452797202797203,2.20849420849421,2.53751081300652,7.33367639565768,4.969813299576,6.89972310728487,4.969813299576,-2.6552938486629,7.33367639565768,7.33367639565768,"Medium","Average","Medium_Errors"
1079,71,1521,283,45,168,384,1038,66,28,1521,168,384,1038,110,171,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1521,110,1025,2398,0.702127659574468,11.7592592592593,0.057742782152231,0.326101249178172,0.110453648915187,0.369942196531792,2.703125,2.46464095232842,7.32712329225929,4.70048036579242,6.93244789157251,4.70048036579242,-2.85175692176839,7.32712329225929,7.32712329225929,"Medium","Average","Low_Errors"
1080,95,1548,294,40,203,430,1133,60,40,1548,203,430,1133,106,162,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1548,106,1011,2531,0.6,12.2098765432099,0.0535894843276036,0.346899224806202,0.131136950904393,0.379523389232127,2.63488372093023,2.50224517695027,7.34471905414967,4.66343909411207,6.91869521902047,4.66343909411207,-2.92640241807059,7.34471905414967,7.34471905414967,"High","Average","Low_Errors"
1082,82,1413,228,86,37,238,601,101,49,2758,72,465,1173,736,86,1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2563,716,1062,1924,0.673333333333333,19.8950617283951,0.228358672044679,0.248407643312102,0.0261854210898797,0.396006655574043,2.52258064516129,2.99047154658305,7.92226105835325,6.60123011872888,6.96790920180188,6.57368016696065,-1.47683776308656,7.84893372636407,7.25347038268453,"Medium","Poor","High_Errors"
1083,66,1539,271,79,21,274,625,101,49,2544,35,453,1033,734,149,1,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,NA,2544,716,1168,2031,0.673333333333333,18.5,0.244911578244912,0.241065627030539,0.01364522417154,0.4384,2.280353200883,2.91777073208428,7.84149292446001,6.59850902861452,7.06304816338817,6.57368016696065,-1.40685803870215,7.84149292446001,7.33888813383888,"High","Poor","High_Errors"
1085,62,1376,224,99,38,324,677,101,49,2064,57,486,1016,668,149,1,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,2064,668,1015,1912,0.673333333333333,15.7407407407407,0.261960784313725,0.262354651162791,0.0276162790697674,0.478581979320532,2.09053497942387,2.75625230292009,7.63240112660145,6.50428817353665,6.92264389147589,6.50428817353665,-1.33956046461583,7.63240112660145,7.22693601849329,"Low","Poor","High_Errors"
1086,115,1660,232,107,70,493,561,256,49,2186,92,649,739,491,149,1,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,NA,2186,491,1251,2316,0.839344262295082,17.5,0.173192239858907,0.246385542168675,0.0421686746987952,0.878787878787879,1.1386748844376,2.86220088092947,7.68982866873648,6.19644412779452,7.13169851046691,6.19644412779452,-1.75335308836733,7.68982866873648,7.41457288135059,"High","Poor","High_Errors"
1087,103,1834,278,165,72,460,337,349,49,2396,94,601,440,502,149,1,1,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,NA,2396,502,1319,2658,0.876884422110553,18.5,0.167500834167501,0.280806979280262,0.0392584514721919,1.36498516320475,0.732113144758735,2.91777073208428,7.78155595923534,6.21860011969173,7.18462915271731,6.21860011969173,-1.78676694762493,7.78155595923534,7.51425465281641,"High","Poor","High_Errors"
1088,84,1577,219,89,63,380,490,239,49,1950,78,470,606,573,149,1,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,1950,573,1206,2163,0.829861111111111,14.9382716049383,0.236776859504132,0.235256816740647,0.0399492707672796,0.775510204081633,1.28936170212766,2.70392648391835,7.57558465155779,6.35088571671474,7.09506437728713,6.35088571671474,-1.44063710243599,7.57558465155779,7.36327958696304,"High","Poor","High_Errors"
1089,17,1313,145,34,0,78,162,45,22,7335,0,436,905,1553,149,0,1,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,NA,2563,716,1134,1526,0.671641791044776,47.9691358024691,0.19984557971947,0.136329017517136,0,0.481481481481481,2.0756880733945,3.87055779997686,8.90041269057708,7.34794382314869,7.0335064842877,6.57368016696065,-1.61021031206056,7.84893372636407,7.1800698743028,"Low","Poor","High_Errors"
1090,64,1356,197,31,94,498,1054,117,56,1356,94,498,1054,122,130,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1356,122,1034,1897,0.676300578034682,11.4444444444444,0.0658036677454153,0.237463126843658,0.0693215339233038,0.472485768500949,2.11646586345382,2.43750441089342,7.21229446850034,4.80402104473326,6.94119005506837,4.80402104473326,-2.72107970139254,7.21229446850034,7.21229446850034,"Low","Elite","Low_Errors"
1091,72,1469,254,34,132,492,1051,92,37,2069,186,693,1481,134,156,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2069,134,1049,2187,0.713178294573643,17.0493827160494,0.0485155684286749,0.285908781484003,0.089857045609258,0.468125594671741,2.13708513708514,2.83611399873685,7.63482067774554,4.89783979995091,6.9555926083963,4.89783979995091,-3.02587053401833,7.63482067774554,7.29233717617388,"Medium","Poor","Low_Errors"
1092,76,1448,242,33,163,586,1038,148,60,1640,185,664,1176,130,162,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1640,130,1010,2245,0.711538461538462,14.2222222222222,0.0564236111111111,0.302486187845304,0.112569060773481,0.564547206165703,1.7710843373494,2.6548056865834,7.40245152081824,4.86753445045558,6.9177056098353,4.86753445045558,-2.8748675713602,7.40245152081824,7.27793857294566,"Medium","Average","Low_Errors"
1093,80,1413,240,30,150,553,1122,99,46,1413,150,553,1122,111,187,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1413,111,993,2163,0.682758620689655,12.1358024691358,0.0564598168870804,0.29723991507431,0.106157112526539,0.492869875222816,2.02893309222423,2.49615996547473,7.25347038268453,4.70953020131233,6.90073066404517,4.70953020131233,-2.87422609939478,7.25347038268453,7.25347038268453,"Medium","Elite","Low_Errors"
1094,92,1410,272,28,136,686,1074,115,58,1410,136,686,1074,119,167,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1410,119,974,2146,0.664739884393064,12.9382716049383,0.0567748091603053,0.309219858156028,0.0964539007092199,0.638733705772812,1.56559766763848,2.56018971020855,7.25134498337221,4.77912349311153,6.88141130364254,4.77912349311153,-2.8686625523294,7.25134498337221,7.25134498337221,"Medium","Elite","Low_Errors"
1095,54,1381,277,36,114,525,1120,115,57,1381,114,525,1120,129,177,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1381,129,954,2072,0.668604651162791,11.7654320987654,0.0676810073452256,0.3091962346126,0.0825488776249095,0.46875,2.13333333333333,2.46516574898176,7.23056315340929,4.85981240436167,6.86066367144829,4.85981240436167,-2.69294967985248,7.23056315340929,7.23056315340929,"Low","Elite","Low_Errors"
1096,64,1465,266,44,128,479,1145,92,46,1465,128,479,1145,127,150,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1465,127,1027,2203,0.666666666666667,12,0.0653292181069959,0.298976109215017,0.0873720136518771,0.418340611353712,2.39039665970772,2.484906649788,7.28961052145117,4.84418708645859,6.93439720992856,4.84418708645859,-2.72831589856179,7.28961052145117,7.28961052145117,"Medium","Average","Low_Errors"
1097,79,1450,276,29,161,543,1191,169,55,1459,162,546,1198,126,145,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1459,126,984,2267,0.754464285714286,12.3765432098765,0.0628428927680798,0.321379310344828,0.111034482758621,0.455919395465995,2.19413919413919,2.51580300450829,7.28550654852279,4.83628190695148,6.89162589705225,4.83628190695148,-2.76711743278919,7.28550654852279,7.27931883541462,"Medium","Average","Low_Errors"
1099,79,1433,280,32,146,595,1130,177,73,1433,146,595,1130,106,163,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1433,106,975,2215,0.708,12.5185185185185,0.0522682445759369,0.319609211444522,0.101884159106769,0.526548672566372,1.89915966386555,2.52720902947869,7.26752542782817,4.66343909411207,6.88243747099785,4.66343909411207,-2.95136627059901,7.26752542782817,7.26752542782817,"Medium","Average","Low_Errors"
